City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,atar,20.5169,-13.0499,14.310000000000002,21,100,4.73,MR,1674874948
291,uglovskoye,51.3557,80.1942,-14.519999999999982,81,23,5.95,RU,1674875102
292,kholbon,51.8833,116.25,-17.109999999999957,95,100,0.14,RU,1674875102
293,solnechnyy,50.7214,136.6319,-24.029999999999973,91,99,1.15,RU,1674875103
294,dubbo,-32.25,148.6167,35.07000000000005,28,0,6.17,AU,1674875104
295,kjollefjord,70.9457,27.3465,4.03000000000003,81,40,8.75,NO,1674875104
296,chokurdakh,70.6333,147.9167,-28.409999999999968,97,100,4.29,RU,1674875105
297,bozova,37.3625,38.5267,5.510000000000048,65,100,4.58,TR,1674875105
298,white settlement,32.7596,-97.4584,10.03000000000003,56,20,7.2,US,1674874993
299,kaoma,-14.7833,24.8,18.230000000000018,98,100,1.98,ZM,1674875106
300,kasongo-lunda,-6.4667,16.8167,19.710000000000036,99,100,0.61,CD,1674875107
301,acapulco,16.8634,-99.8901,24.900000000000034,69,0,2.57,MX,1674874966
302,toyooka,35.5333,134.8333,1.07000000000005,95,100,2.55,JP,1674875108
303,porterville,36.0652,-119.0168,10.970000000000027,87,0,0.0,US,1674875108
304,tukrah,32.5341,20.5791,14.5,59,86,5.71,LY,1674875109
305,agua branca,-5.8922,-42.6361,22.180000000000007,79,79,0.49,BR,1674875109
306,poya,-21.35,165.15,25.939999999999998,83,99,3.78,NC,1674875110
307,vardo,70.3705,31.1107,1.580000000000041,84,100,10.21,NO,1674875110
308,serebryansk,49.6925,83.2892,-19.769999999999982,94,36,2.77,KZ,1674875111
309,arlit,18.7369,7.3853,18.230000000000018,15,100,3.22,NE,1674875111
310,san policarpo,12.1791,125.5072,26.620000000000005,85,100,3.89,PH,1674875112
311,saint anthony,45.0205,-93.218,-10.21999999999997,73,0,6.17,US,1674875113
312,vanino,49.0869,140.2543,-17.93999999999997,64,100,2.64,RU,1674875113
313,laguna,38.421,-121.4238,12.400000000000034,77,0,0.0,US,1674875114
314,menongue,-14.6585,17.691,16.860000000000014,96,100,1.77,AO,1674875114
315,imeni stepana razina,54.8932,44.2963,-11.379999999999995,97,99,1.96,RU,1674875115
316,sistranda,63.7256,8.834,4.980000000000018,71,100,14.97,NO,1674875092
317,sembakung,3.8167,117.25,24.180000000000007,95,98,1.08,ID,1674875116
318,najran,17.4924,44.1277,13.220000000000027,83,93,3.36,SA,1674874988
319,trincomalee,8.5711,81.2335,25.980000000000018,63,24,5.6,LK,1674875117
320,bowen,-20.0167,148.2333,28.52000000000004,74,70,5.24,AU,1674875117
321,karatuzskoye,53.6072,92.8667,-4.7099999999999795,80,100,6.02,RU,1674875118
322,bonthe,7.5264,-12.505,24.980000000000018,94,96,1.29,SL,1674875118
323,kajaani,64.2273,27.7285,-2.9699999999999704,86,100,5.66,FI,1674875119
324,cabo san lucas,22.8909,-109.9124,20.28000000000003,66,20,3.6,MX,1674875119
